Sentiment,Review
0,"Ordered take out on a Saturday evening; Chicken Wings ($12.99), Burrito De Carne Asada ($12.99), and the Quesadillas De Tinga ($8.99). Staff were not overly friendly, ignoring me upon entry, servicing a walk-in couple before me, and assuming I was a food delivery courier.... The portions were all small, especially the SIX wings, yes only 6, which tasted OK. The burrito was one of the worst I've had in the city, lacking any flavour, and the Quesadillas was average. The sour cream that came with the Quesadillas was also questionable as it tasted, and had the consistency of being watered down. At a $25 price point this meal might have garnered 3 stars.

I will never return.

Aside: I noticed they charge $8.50 for pints which I thought was pricey. For reference The Keg charges the same price their craft beer selection."
2,Came here for lunch today with some coworkers. We all had the lunch prix fixe menu which was a great deal $17/PP. You can choose an appetizer - we all chose the Mexican street corn and it is TO DIE FOR! Absolutely delicious every bite is like a party in your mouth  You also get to choose any two tacos you'd like and if you choose the tuna ceviche it is $1 more. I had the steak and tuna ceviche and it was absolutely delicious. I didn't know the tuna ceviche would come on a hard shell taco if I knew I'd probably order one of the pork tacos as I like soft shell. For dessert we all chose the churros and it was so good and fresh. AH! I definitely need to go back. Can't wait!
1,This spot is not bad. The room is ok but nothing exceptional nor disappointing. The food is decent but again neither exceptional nor disappointing. Meatballs were excellent but lasagna was served almost mashed in a bowl and just ok. The wine list is mediocre. Service was nice and friendly. P
2,"I found this place as a suggestion from a friend. If you were to walk around its kind of hidden, but let me tell you one of the best taco I've had. The lady who took my order I believe was the owner and she was so sweet and genuine. I ordered Al Pastor tacos and they were fresh and ready quick. If you are in the area or looking for great tacos try them out and thank me later. Support local!"
1,"The service was great, but the quality of the food was pretty mediocre. Tried 4 different kinds of dumplings - neither of them were bad, but didn't stand out either."
2,"I would give this resto ten stars if I could. 

The food is to die for. 

You walk in and they have the menu up on the wall but they also have more detailed menus you can  hold and chose from. 

They have wine and margaritas on draft. The Pinot Grigio is wonderful. 

The Mexican street corn is the best dish I've had to eat in a long time. 

The fish taco is hands down the best taco I've ever had. 

They have over 40 different styles of hot sauce, and then they have 8 different sauces you can scoop and bring with you. The pineapple mango and the habanero ones are really  tasty. 

Very cute decor.
The bathrooms are unisex and very clean. 
The staff is high energy and good vibes."
2,"We were extremely excited to try this taco spot during our stay in Toronto. Unfortunately, everything was sold out when we arrived the first day. Lucky for us, we were there for the first ""Pedestrian Sunday"" of the year. The street is closed off and many restaurants bring their business on the streets with stands. 

The tacos were a lot bigger than I imagined! They're a little on the pricier side but so worth it. They also have four sauces on the side with different spice levels - mild, medium, hot and Mexican hot. 

Cash only spot, please come prepared!"
2,"Decided to check this out from Yelp recommendations. When I arrived inside the front door, was greeted right away by the super friendly staff. We proceeded in the back for dining in. The menu had a wide assortment of tacos to choose from, a couple drink options and guacamole. I ordered the quesadillas, the shrimp taco, carnitas and fish taco. Overall the taste of each of the tacos were great, loaded with flavor! The quesadillas was more different then your normal quesadillas, it was quite doughy but was oozing with cheese. I would definitely come back and would recommend to anyone who's looking for some quick tacos and a more quiet atmosphere."
1,"After reading that they make their tortillas in- house, I was excited to come here for some tacos. For lunch, I ordered the chamberete (beef shank) and pescado (haddock). ""S"" on the menu indicates the taco is spicy. Since I have low heat/spice tolerance, I asked if they could make it mild. 

The tacos were smaller than other taco joints, but they are cheaper in price ($3.75 vs. $5-8). The tortilla was thin and soft yet it was still able to hold the filling/topping.

In terms of flavours and the protein, I didn't find it too memorable. The beef shank was a bit dry but the haddock was freshly fried.

Whilst sitting at the bar waiting for my food, I noticed that the staff worked like a well-oiled team!"
1,"So far Scallop and Foie Gras Appetizer was the best. Ordered appetizer size of of Seafood Pasta dish. The pasta was super al dente, to the point of being tough. The one one mussel I had was gross but the lone shrimp was good, as  was the calamari. 
Hubby's steak was good but my lamb chops left much to be desired. I prefer the taste of Australian or New Zealand lamb and I forgot to ask where it was from."
